customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST-14490,Male,1,Yes,Yes,26,One Year,Bank transfer,DSL,Yes,No,Yes,45.74,1241.75,No
CUST-10746,Male,0,Yes,No,2,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,26.99,53.26,No
CUST-13035,Male,0,Yes,No,26,One Year,Electronic check,Fiber optic,Yes,Yes,No,92.38,2397.62,Yes
CUST-10956,Female,0,No,Yes,6,One Year,Electronic check,Fiber optic,No,Yes,Yes,85.36,491.98,Yes
CUST-14486,Female,0,Yes,Yes,59,One Year,Credit card,No,No internet service,No internet service,No,33.21,2002.29,No
CUST-10047,Male,0,Yes,No,16,Month-To-Month,Mailed check,DSL,Yes,No,No,35.15,585.22,Yes
CUST-11225,Female,1,No,No,8,One Year,Mailed check,No,No internet service,No internet service,No,18.25,138.98,No
CUST-12006,Female,0,Yes,No,39,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,30.78,1199.96,No
CUST-13962,Male,1,No,Yes,34,Two Year,Credit card,Fiber optic,No,Yes,Yes,93.2,3150.24,No
CUST-10986,Female,0,Yes,No,4,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,18.96,73.07,No
CUST-10523,Male,0,Yes,No,72,Month-To-Month,Mailed check,Fiber optic,Yes,Yes,Yes,78.56,5445.63,No
CUST-10461,Male,0,Yes,Yes,0,Two Year,Mailed check,DSL,Yes,No,Yes,38.23,0.0,No
CUST-13509,Male,0,Yes,No,4,Month-To-Month,Electronic check,Fiber optic,No,Yes,Yes,88.07,351.76,Yes
CUST-13664,Male,0,Yes,No,23,Month-To-Month,Credit card,Fiber optic,No,No,Yes,70.86,1639.04,Yes
CUST-11214,Female,1,No,Yes,1,One Year,Bank transfer,DSL,No,No,Yes,36.22,38.0,No
CUST-11418,Male,0,Yes,No,16,Month-To-Month,Electronic check,No,No internet service,No internet service,No,19.3,293.57,No
CUST-14361,Male,1,Yes,No,22,One Year,Electronic check,Fiber optic,Yes,Yes,Yes,69.72,1596.35,No
CUST-14030,Male,0,No,No,12,Month-To-Month,Mailed check,DSL,Yes,No,No,63.08,721.89,Yes
CUST-10063,Male,0,No,No,2,One Year,Credit card,DSL,No,No,No,68.57,140.92,No
CUST-12344,Male,0,Yes,No,28,Month-To-Month,Electronic check,Fiber optic,Yes,No,No,109.92,3090.21,No
CUST-14015,Female,0,No,No,15,One Year,Electronic check,Fiber optic,No,No,No,85.44,1226.32,No
CUST-13146,Female,0,No,No,1,Two Year,Electronic check,Fiber optic,Yes,No,No,108.17,107.58,No
CUST-10677,Female,1,No,No,11,Month-To-Month,Electronic check,Fiber optic,No,Yes,No,77.02,866.71,Yes
CUST-12542,Male,0,Yes,Yes,29,Month-To-Month,Mailed check,DSL,No,Yes,Yes,34.82,978.0,No
CUST-13214,Male,0,No,Yes,2,Month-To-Month,Mailed check,Fiber optic,Yes,Yes,Yes,111.7,232.19,Yes
CUST-10442,Male,0,No,Yes,23,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,39.0,862.28,No
CUST-11554,Female,0,No,Yes,15,Month-To-Month,Credit card,No,No internet service,No internet service,Yes,36.78,550.76,No
CUST-12020,Male,1,Yes,No,54,Two Year,Bank transfer,Fiber optic,No,No,Yes,90.1,4869.27,No
CUST-12211,Male,0,No,Yes,3,Month-To-Month,Electronic check,DSL,No,Yes,Yes,45.57,137.65,No
CUST-14415,Male,0,No,No,13,One Year,Electronic check,Fiber optic,No,No,No,87.64,1188.35,No
CUST-13496,Female,0,No,No,41,Two Year,Bank transfer,Fiber optic,Yes,Yes,No,79.74,3405.96,No
CUST-11219,Male,0,No,Yes,61,Month-To-Month,Electronic check,DSL,No,Yes,Yes,59.21,3582.82,No
CUST-14327,Female,0,No,Yes,25,Month-To-Month,Electronic check,Fiber optic,No,No,No,91.26,2340.79,Yes
CUST-13619,Male,0,Yes,Yes,23,Month-To-Month,Electronic check,No,No internet service,No internet service,No,21.26,484.95,Yes
CUST-14868,Male,0,Yes,No,51,One Year,Electronic check,Fiber optic,No,No,Yes,82.59,4181.62,No
CUST-11608,Female,1,Yes,No,72,Month-To-Month,Mailed check,Fiber optic,No,No,No,82.24,6149.37,No
CUST-13402,Female,0,No,Yes,19,Two Year,Bank transfer,DSL,Yes,Yes,No,75.35,1442.48,No
CUST-10143,Female,0,Yes,No,2,Month-To-Month,Electronic check,DSL,No,Yes,No,53.19,101.6,No
CUST-12080,Male,1,Yes,No,30,Month-To-Month,Credit card,No,No internet service,No internet service,Yes,32.17,929.49,No
CUST-12350,Female,1,No,No,11,Two Year,Mailed check,Fiber optic,No,No,No,71.25,759.23,Yes
CUST-10453,Female,0,Yes,Yes,11,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,No,91.26,999.8,No
CUST-13398,Female,1,Yes,Yes,6,Month-To-Month,Electronic check,Fiber optic,No,No,No,89.03,525.76,Yes
CUST-13726,Female,0,No,Yes,14,Two Year,Mailed check,DSL,No,No,Yes,60.28,848.78,No
CUST-14078,Female,0,No,Yes,20,One Year,Mailed check,Fiber optic,Yes,Yes,No,111.2,2243.83,No
CUST-10720,Female,0,No,No,11,Month-To-Month,Bank transfer,Fiber optic,No,No,No,72.92,838.85,Yes
CUST-10919,Female,0,Yes,No,72,One Year,Bank transfer,DSL,No,Yes,Yes,73.8,5081.83,No
CUST-11017,Male,0,No,No,12,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,86.09,1042.5,Yes
CUST-12178,Male,0,No,No,0,One Year,Credit card,Fiber optic,No,No,Yes,84.12,0.0,Yes
CUST-13738,Male,1,Yes,No,8,Month-To-Month,Electronic check,DSL,Yes,Yes,Yes,58.18,467.54,No
CUST-13801,Female,0,Yes,No,40,Two Year,Credit card,No,No internet service,No internet service,No,18.25,703.4,No
CUST-10007,Male,0,Yes,No,28,One Year,Electronic check,DSL,No,No,Yes,41.01,1126.27,No
CUST-14332,Male,0,No,No,10,Month-To-Month,Bank transfer,Fiber optic,No,No,No,93.16,959.09,Yes
CUST-11877,Female,0,Yes,No,20,Month-To-Month,Bank transfer,Fiber optic,No,Yes,No,71.43,1462.85,No
CUST-12164,Female,0,Yes,Yes,22,Month-To-Month,Electronic check,Fiber optic,Yes,No,No,61.08,1395.86,No
CUST-11570,Female,0,No,No,4,Two Year,Bank transfer,No,No internet service,No internet service,Yes,21.0,86.56,No
CUST-12126,Male,0,No,No,4,Month-To-Month,Mailed check,Fiber optic,No,Yes,No,89.16,352.14,Yes
CUST-10548,Female,0,No,No,0,Month-To-Month,Electronic check,DSL,No,No,No,73.85,0.0,Yes
CUST-12221,Male,0,Yes,Yes,7,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,104.47,757.29,Yes
CUST-10547,Female,0,Yes,No,3,Month-To-Month,Electronic check,Fiber optic,No,No,No,91.24,285.24,Yes
CUST-13630,Female,0,No,No,71,Month-To-Month,Mailed check,No,No internet service,No internet service,No,31.83,2338.16,No
CUST-14961,Male,0,No,Yes,41,Month-To-Month,Electronic check,Fiber optic,No,Yes,No,118.75,5025.87,Yes
CUST-11689,Female,0,No,No,27,One Year,Electronic check,DSL,No,No,Yes,39.06,1024.6,Yes
CUST-12854,Female,0,Yes,No,63,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,31.3,1911.94,No
CUST-12987,Male,0,No,Yes,33,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,57.51,1895.29,Yes
CUST-10052,Male,0,No,Yes,11,One Year,Bank transfer,Fiber optic,No,No,No,86.39,953.02,No
CUST-11247,Female,0,Yes,No,10,Two Year,Mailed check,Fiber optic,No,No,Yes,68.27,672.05,No
CUST-12158,Female,0,No,Yes,48,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,22.4,1093.42,No
CUST-10237,Female,0,Yes,No,14,Month-To-Month,Mailed check,Fiber optic,No,No,No,71.5,1008.09,Yes
CUST-12299,Female,0,No,No,10,Two Year,Bank transfer,Fiber optic,No,No,Yes,86.87,886.81,No
CUST-10259,Male,0,Yes,No,4,One Year,Mailed check,DSL,No,Yes,Yes,41.91,172.8,Yes
CUST-14619,Male,0,No,Yes,40,Two Year,Mailed check,Fiber optic,Yes,Yes,Yes,114.52,4646.71,No
CUST-14141,Female,0,No,Yes,21,One Year,Electronic check,No,No internet service,No internet service,No,27.99,580.8,No
CUST-10727,Male,0,Yes,No,35,Month-To-Month,Bank transfer,DSL,No,No,Yes,45.3,1554.92,Yes
CUST-13746,Female,0,Yes,No,67,Two Year,Bank transfer,DSL,Yes,No,Yes,52.39,3563.41,No
CUST-10970,Female,0,Yes,Yes,17,Month-To-Month,Mailed check,Fiber optic,No,Yes,No,65.96,1108.79,Yes
CUST-13048,Male,0,Yes,Yes,56,One Year,Electronic check,No,No internet service,No internet service,Yes,32.53,1858.81,No
CUST-13835,Female,0,No,No,25,Two Year,Electronic check,Fiber optic,Yes,No,No,84.52,2075.95,No
CUST-10952,Male,0,No,No,26,Month-To-Month,Bank transfer,Fiber optic,No,Yes,Yes,55.45,1503.98,Yes
CUST-10817,Male,0,No,No,72,One Year,Mailed check,Fiber optic,No,Yes,Yes,91.04,6229.06,No
CUST-14445,Male,0,No,Yes,0,Month-To-Month,Electronic check,Fiber optic,No,No,No,61.89,0.0,No
CUST-10190,Male,0,Yes,No,7,One Year,Bank transfer,Fiber optic,No,Yes,No,73.48,528.23,No
CUST-12531,Female,0,No,No,2,One Year,Electronic check,Fiber optic,No,No,Yes,82.55,161.94,Yes
CUST-11751,Female,0,No,No,12,Two Year,Credit card,No,No internet service,No internet service,Yes,22.1,266.41,No
CUST-11018,Female,0,Yes,Yes,6,One Year,Electronic check,Fiber optic,No,No,No,80.27,471.24,Yes
CUST-12262,Female,0,No,Yes,54,Month-To-Month,Bank transfer,Fiber optic,Yes,No,Yes,81.63,4371.63,Yes
CUST-13797,Female,0,Yes,No,12,Month-To-Month,Electronic check,DSL,Yes,No,Yes,38.76,486.44,No
CUST-14391,Female,1,Yes,No,1,Two Year,Bank transfer,Fiber optic,No,No,No,100.03,102.16,No
CUST-13505,Female,1,No,Yes,19,One Year,Electronic check,DSL,No,Yes,No,72.86,1342.08,No
CUST-10502,Male,0,Yes,No,15,Month-To-Month,Bank transfer,No,No internet service,No internet service,Yes,21.31,319.23,Yes
CUST-10681,Male,0,Yes,Yes,2,Month-To-Month,Credit card,Fiber optic,Yes,No,No,91.35,180.26,Yes
CUST-13624,Female,0,Yes,No,42,Month-To-Month,Bank transfer,Fiber optic,Yes,No,No,97.59,4044.68,No
CUST-14483,Female,0,Yes,No,22,One Year,Bank transfer,DSL,No,No,Yes,60.66,1322.27,No
CUST-12953,Female,0,No,No,27,One Year,Credit card,DSL,Yes,No,Yes,34.9,980.73,No
CUST-14250,Male,0,No,No,1,Month-To-Month,Electronic check,Fiber optic,Yes,No,Yes,88.9,84.59,No
CUST-13864,Female,0,Yes,Yes,14,Month-To-Month,Electronic check,Fiber optic,Yes,No,Yes,72.86,1000.59,Yes
CUST-14985,Male,0,Yes,No,25,Month-To-Month,Bank transfer,DSL,No,Yes,No,54.43,1319.85,No
CUST-12569,Male,0,No,No,21,Month-To-Month,Credit card,Fiber optic,No,Yes,No,94.8,2051.81,Yes
CUST-14145,Female,0,Yes,No,72,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,Yes,78.75,5433.8,No
CUST-11484,Male,0,Yes,No,25,Month-To-Month,Bank transfer,DSL,No,No,No,38.15,919.52,No
CUST-10127,Male,0,Yes,No,19,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,75.79,1372.83,Yes
CUST-11266,Male,0,No,Yes,23,Two Year,Electronic check,Fiber optic,No,Yes,Yes,71.31,1692.8,Yes
CUST-13187,Female,1,Yes,Yes,9,Month-To-Month,Bank transfer,Fiber optic,No,Yes,Yes,82.97,734.72,No
CUST-13880,Female,0,Yes,Yes,4,Month-To-Month,Credit card,Fiber optic,Yes,No,Yes,62.59,260.55,Yes
CUST-12736,Male,0,No,No,3,One Year,Bank transfer,DSL,Yes,Yes,Yes,33.75,104.32,No
CUST-12327,Male,0,No,No,9,Month-To-Month,Electronic check,DSL,Yes,No,Yes,70.21,632.27,Yes
CUST-11870,Male,0,No,No,0,Two Year,Credit card,Fiber optic,No,No,Yes,79.86,0.0,No
CUST-11284,Male,0,No,Yes,52,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,86.8,4705.06,No
CUST-12551,Male,0,Yes,No,34,One Year,Credit card,No,No internet service,No internet service,No,19.75,692.86,No
CUST-12222,Female,0,No,No,16,Month-To-Month,Mailed check,DSL,Yes,No,No,64.32,1011.82,Yes
CUST-13586,Male,0,No,No,72,Month-To-Month,Credit card,Fiber optic,No,Yes,No,62.39,4500.44,Yes
CUST-14775,Female,1,Yes,No,20,Month-To-Month,Electronic check,Fiber optic,Yes,No,Yes,64.3,1252.23,No
CUST-13346,Female,0,No,No,40,One Year,Bank transfer,DSL,No,Yes,No,60.88,2323.47,No
CUST-14214,Male,1,Yes,No,36,Month-To-Month,Electronic check,Fiber optic,Yes,No,Yes,83.63,2873.64,Yes
CUST-13516,Male,0,No,No,23,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,25.89,607.71,Yes
CUST-10786,Male,0,Yes,No,1,Month-To-Month,Bank transfer,DSL,No,No,Yes,58.83,60.93,Yes
CUST-11226,Male,0,Yes,No,0,Month-To-Month,Bank transfer,Fiber optic,Yes,No,No,71.99,0.0,No
CUST-12576,Male,0,Yes,Yes,4,Two Year,Mailed check,Fiber optic,No,No,Yes,78.26,310.38,No
CUST-10109,Male,0,Yes,No,14,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,18.25,248.43,No
CUST-12206,Male,0,Yes,No,11,One Year,Mailed check,Fiber optic,Yes,No,Yes,83.4,887.52,Yes
CUST-10556,Female,0,Yes,Yes,52,Two Year,Bank transfer,Fiber optic,Yes,No,Yes,72.18,3779.1,No
CUST-12619,Male,0,No,No,10,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,105.24,919.41,Yes
CUST-11118,Male,0,Yes,Yes,11,Month-To-Month,Mailed check,DSL,No,Yes,No,23.92,272.25,No
CUST-11101,Female,0,No,Yes,18,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,19.89,348.37,No
CUST-12240,Male,0,Yes,No,12,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,99.09,1174.84,Yes
CUST-10309,Female,0,Yes,No,7,Two Year,Electronic check,Fiber optic,No,No,No,72.29,499.38,No
CUST-11160,Female,0,Yes,No,5,Month-To-Month,Credit card,Fiber optic,No,No,Yes,81.39,394.36,Yes
CUST-14799,Male,0,Yes,No,45,Month-To-Month,Electronic check,DSL,No,No,Yes,61.32,2805.24,Yes
CUST-13708,Male,0,Yes,No,4,Month-To-Month,Electronic check,DSL,No,Yes,Yes,72.02,277.92,No
CUST-14709,Female,0,Yes,No,17,One Year,Electronic check,Fiber optic,No,No,Yes,107.38,1788.96,Yes
CUST-10712,Male,0,Yes,Yes,1,One Year,Electronic check,DSL,No,Yes,No,64.08,66.81,No
CUST-13920,Male,1,No,No,37,Month-To-Month,Electronic check,No,No internet service,No internet service,No,18.25,643.52,No
CUST-14104,Male,0,Yes,Yes,1,Two Year,Credit card,DSL,No,No,No,46.19,43.96,No
CUST-14654,Female,0,No,No,72,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,74.94,5558.4,Yes
CUST-11220,Male,0,Yes,No,62,One Year,Electronic check,Fiber optic,No,No,Yes,93.01,5781.11,No
CUST-13353,Male,1,No,No,72,One Year,Electronic check,No,No internet service,No internet service,Yes,23.89,1657.66,No
CUST-10572,Male,0,No,Yes,48,Month-To-Month,Credit card,DSL,No,No,No,57.39,2863.42,No
CUST-14027,Male,0,No,No,45,Two Year,Bank transfer,Fiber optic,Yes,No,No,86.62,3912.08,No
CUST-10364,Male,0,Yes,No,37,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,70.83,2542.77,Yes
CUST-14546,Female,0,Yes,No,4,Month-To-Month,Bank transfer,Fiber optic,No,Yes,Yes,117.52,474.8,Yes
CUST-14559,Female,1,No,Yes,21,Month-To-Month,Electronic check,Fiber optic,No,No,No,83.43,1761.71,No
CUST-10516,Female,0,Yes,No,17,One Year,Mailed check,DSL,No,No,Yes,67.32,1157.78,No
CUST-11587,Male,0,No,Yes,54,One Year,Electronic check,Fiber optic,No,No,Yes,98.14,5446.8,No
CUST-14442,Male,0,Yes,No,35,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,76.6,2624.0,Yes
CUST-12015,Female,0,Yes,Yes,27,Month-To-Month,Bank transfer,No,No internet service,No internet service,Yes,46.99,1282.8,Yes
CUST-12806,Male,0,No,No,11,One Year,Mailed check,No,No internet service,No internet service,Yes,32.38,367.0,No
CUST-14558,Female,1,Yes,No,13,Month-To-Month,Credit card,No,No internet service,No internet service,No,21.75,292.3,No
CUST-11662,Female,0,No,No,19,One Year,Bank transfer,DSL,No,No,No,68.32,1357.32,No
CUST-12187,Female,0,Yes,No,12,Two Year,Credit card,Fiber optic,Yes,No,Yes,86.08,983.11,Yes
CUST-13939,Male,0,No,No,5,One Year,Mailed check,Fiber optic,No,No,No,98.59,469.97,No
CUST-13314,Male,0,No,No,3,Two Year,Credit card,DSL,Yes,No,Yes,65.78,203.85,Yes
CUST-12833,Male,0,No,No,10,Two Year,Mailed check,No,No internet service,No internet service,No,27.53,273.16,No
CUST-10674,Female,0,No,Yes,51,Two Year,Electronic check,No,No internet service,No internet service,Yes,22.42,1153.54,No
CUST-10819,Male,0,No,No,4,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,24.23,94.74,No
CUST-13871,Male,0,Yes,No,44,Month-To-Month,Credit card,Fiber optic,No,No,Yes,88.24,3754.26,No
CUST-10431,Female,0,No,No,17,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,77.65,1271.57,No
CUST-14823,Female,0,No,Yes,24,Month-To-Month,Electronic check,No,No internet service,No internet service,No,21.17,486.44,Yes
CUST-12729,Male,0,Yes,No,72,Month-To-Month,Electronic check,DSL,Yes,Yes,No,47.88,3464.25,No
CUST-14716,Female,0,No,Yes,1,One Year,Electronic check,Fiber optic,No,Yes,Yes,90.04,89.93,No
CUST-10313,Male,0,Yes,Yes,7,Month-To-Month,Credit card,No,No internet service,No internet service,No,25.49,171.89,No
CUST-14412,Male,0,Yes,No,40,One Year,Mailed check,DSL,Yes,No,No,54.16,2151.36,No
CUST-12988,Male,0,No,No,36,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,40.92,1490.38,No
CUST-10826,Male,0,Yes,No,21,Two Year,Credit card,No,No internet service,No internet service,No,28.55,597.2,No
CUST-13745,Male,0,No,No,71,Month-To-Month,Bank transfer,DSL,Yes,No,Yes,67.14,4846.74,No
CUST-10060,Male,0,No,No,24,Two Year,Electronic check,Fiber optic,Yes,Yes,No,73.22,1771.63,No
CUST-10682,Male,0,Yes,Yes,0,Month-To-Month,Credit card,Fiber optic,No,No,No,58.97,0.0,Yes
CUST-12781,Female,0,Yes,No,56,Month-To-Month,Bank transfer,DSL,No,No,Yes,61.73,3556.06,No
CUST-14777,Female,0,No,No,72,Month-To-Month,Mailed check,Fiber optic,No,No,No,104.1,7637.99,Yes
CUST-12324,Male,0,No,No,15,One Year,Electronic check,Fiber optic,Yes,Yes,No,78.3,1193.93,Yes
CUST-13484,Female,0,No,No,58,Two Year,Electronic check,DSL,Yes,No,Yes,66.47,3947.4,No
CUST-10299,Female,0,Yes,No,35,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,93.73,3428.72,Yes
CUST-12768,Male,1,Yes,Yes,14,Month-To-Month,Credit card,DSL,No,No,No,56.51,779.96,No
CUST-11152,Female,0,Yes,Yes,72,Month-To-Month,Bank transfer,Fiber optic,No,Yes,Yes,118.75,8325.58,No
CUST-10889,Male,0,Yes,Yes,31,Month-To-Month,Electronic check,DSL,Yes,No,No,62.72,1957.69,No
CUST-12056,Female,0,Yes,No,28,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,97.71,2662.81,No
CUST-11335,Female,0,Yes,No,56,One Year,Electronic check,Fiber optic,No,No,No,84.27,4553.02,Yes
CUST-10644,Female,0,No,Yes,1,Two Year,Bank transfer,DSL,No,No,Yes,39.5,40.29,No
CUST-12321,Female,0,No,Yes,12,Month-To-Month,Bank transfer,Fiber optic,Yes,No,Yes,65.97,787.55,Yes
CUST-10526,Male,1,No,Yes,14,One Year,Electronic check,DSL,No,No,No,50.08,691.77,No
CUST-12949,Female,0,No,No,61,Two Year,Bank transfer,DSL,No,Yes,Yes,59.83,3784.62,No
CUST-12732,Female,0,No,No,42,Month-To-Month,Credit card,Fiber optic,Yes,No,Yes,107.07,4575.36,No
CUST-14003,Male,0,Yes,No,0,Month-To-Month,Electronic check,Fiber optic,No,Yes,No,82.45,0.0,Yes
CUST-10054,Male,0,No,No,61,Two Year,Bank transfer,Fiber optic,Yes,No,Yes,82.08,5202.52,No
CUST-14639,Female,0,No,No,60,Month-To-Month,Mailed check,DSL,No,No,Yes,48.87,2977.6,No
CUST-10049,Female,0,No,No,18,Month-To-Month,Bank transfer,DSL,No,No,Yes,61.9,1072.03,No
CUST-10766,Male,0,No,Yes,25,Month-To-Month,Mailed check,DSL,No,No,Yes,66.77,1614.38,No
CUST-13036,Male,0,Yes,Yes,1,One Year,Electronic check,DSL,Yes,Yes,Yes,40.56,40.28,Yes
CUST-12156,Female,0,No,No,14,Two Year,Credit card,Fiber optic,No,No,No,103.67,1436.67,No
CUST-13593,Male,0,Yes,No,15,Two Year,Electronic check,Fiber optic,No,No,No,76.15,1189.53,Yes
CUST-13622,Female,0,Yes,Yes,17,One Year,Credit card,No,No internet service,No internet service,No,33.07,537.93,Yes
CUST-12070,Male,0,Yes,Yes,15,Month-To-Month,Mailed check,No,No internet service,No internet service,No,36.47,552.6,No
CUST-14453,Female,0,No,No,57,Month-To-Month,Credit card,Fiber optic,No,No,No,82.39,4661.01,No
CUST-10376,Female,0,No,No,6,Month-To-Month,Credit card,No,No internet service,No internet service,Yes,19.35,113.87,No
CUST-10736,Female,0,No,Yes,8,Month-To-Month,Credit card,Fiber optic,Yes,No,Yes,88.39,716.4,No
CUST-10594,Female,0,No,No,19,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,84.24,1590.55,Yes
CUST-10348,Female,0,Yes,Yes,10,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,81.52,782.94,Yes
CUST-12253,Female,0,No,No,20,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,27.81,550.54,No
CUST-14189,Female,0,No,No,8,Two Year,Credit card,DSL,No,No,No,63.71,504.33,No
CUST-12855,Male,0,Yes,No,46,Month-To-Month,Credit card,Fiber optic,No,Yes,No,103.63,4717.09,Yes
CUST-11248,Female,0,Yes,No,4,Two Year,Electronic check,Fiber optic,No,No,Yes,69.15,265.95,Yes
CUST-14862,Female,0,No,No,60,Month-To-Month,Electronic check,No,No internet service,No internet service,No,24.61,1455.86,No
CUST-14936,Male,0,No,No,31,Two Year,Bank transfer,DSL,No,No,Yes,48.43,1472.26,No
CUST-14516,Female,0,Yes,No,38,One Year,Credit card,DSL,No,No,Yes,62.57,2469.75,No
CUST-14600,Male,0,Yes,No,0,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,77.72,0.0,Yes
CUST-11299,Female,0,Yes,No,72,One Year,Mailed check,Fiber optic,No,No,No,80.59,6025.83,No
CUST-14034,Male,0,Yes,No,2,Month-To-Month,Credit card,DSL,No,Yes,Yes,50.21,101.78,No
CUST-14095,Male,0,No,Yes,54,Month-To-Month,Credit card,Fiber optic,No,No,No,92.74,4844.45,Yes
CUST-14231,Male,0,Yes,Yes,72,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,81.6,5778.01,No
CUST-10935,Male,0,Yes,No,0,One Year,Credit card,No,No internet service,No internet service,No,31.67,0.0,No
CUST-11714,Female,0,Yes,No,16,Two Year,Mailed check,DSL,Yes,No,No,39.29,633.28,No
CUST-12304,Male,0,No,Yes,6,One Year,Electronic check,No,No internet service,No internet service,No,23.23,137.93,No
CUST-14628,Male,0,No,No,16,Two Year,Bank transfer,No,No internet service,No internet service,Yes,44.31,681.22,No
CUST-13147,Male,0,No,No,8,Month-To-Month,Mailed check,DSL,No,Yes,No,51.22,424.04,Yes
CUST-14694,Female,0,Yes,Yes,6,One Year,Mailed check,Fiber optic,No,Yes,No,118.4,738.4,No
CUST-13052,Female,1,No,Yes,1,Two Year,Mailed check,DSL,No,Yes,No,60.69,919.41,No
CUST-12446,Male,0,Yes,Yes,7,Month-To-Month,Electronic check,Fiber optic,Yes,Yes,Yes,70.63,508.58,Yes
CUST-10707,Female,0,Yes,No,30,Two Year,Electronic check,No,No internet service,No internet service,Yes,18.25,565.83,No
CUST-14439,Female,0,No,No,45,Two Year,Bank transfer,Fiber optic,No,Yes,Yes,83.38,3635.34,No
CUST-10653,Male,0,No,No,4,Month-To-Month,Bank transfer,DSL,No,No,Yes,52.88,202.2,Yes
CUST-13003,Female,0,Yes,No,15,Month-To-Month,Credit card,Fiber optic,No,No,No,57.95,897.43,Yes
CUST-14313,Female,0,Yes,No,0,Month-To-Month,Electronic check,No,No internet service,No internet service,No,23.04,0.0,Yes
CUST-10417,Female,1,Yes,No,39,Two Year,Bank transfer,DSL,No,Yes,No,44.06,1749.68,No
CUST-12857,Male,1,Yes,No,42,One Year,Electronic check,No,No internet service,No internet service,Yes,18.25,797.49,No
CUST-11039,Male,0,No,No,31,One Year,Mailed check,Fiber optic,No,No,Yes,87.63,2835.86,No
CUST-10130,Female,0,No,No,32,Two Year,Electronic check,DSL,Yes,No,No,62.59,1935.3,No
CUST-10847,Female,0,Yes,Yes,36,Month-To-Month,Credit card,DSL,No,Yes,Yes,59.13,2101.27,No
CUST-11149,Male,1,Yes,No,28,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,98.57,2638.04,Yes
CUST-13911,Male,0,Yes,No,9,Month-To-Month,Electronic check,Fiber optic,Yes,No,No,92.12,849.48,Yes
CUST-12992,Female,0,Yes,No,1,Two Year,Mailed check,Fiber optic,Yes,No,Yes,85.96,86.2,No
CUST-14120,Female,0,No,No,2,Two Year,Bank transfer,Fiber optic,No,Yes,Yes,72.14,143.34,No
CUST-12631,Male,0,Yes,No,1,Two Year,Electronic check,DSL,No,No,Yes,54.48,54.68,No
CUST-12390,Female,0,No,No,4,One Year,Credit card,DSL,No,No,Yes,67.97,271.81,No
CUST-11889,Male,0,No,No,14,Two Year,Credit card,No,No internet service,No internet service,Yes,24.51,331.19,No
CUST-11527,Male,0,Yes,Yes,23,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,27.75,613.57,Yes
CUST-13868,Female,0,Yes,No,26,Month-To-Month,Electronic check,Fiber optic,Yes,No,No,90.27,2298.69,No
CUST-12203,Male,0,No,No,23,One Year,Credit card,No,No internet service,No internet service,Yes,37.52,829.87,No
CUST-14394,Female,0,Yes,No,25,Month-To-Month,Credit card,Fiber optic,No,No,Yes,96.87,2379.45,Yes
CUST-11022,Female,0,Yes,Yes,14,Two Year,Bank transfer,Fiber optic,Yes,No,No,63.76,908.34,No
CUST-10872,Female,0,Yes,Yes,24,Month-To-Month,Electronic check,DSL,Yes,No,Yes,48.44,1142.66,No
CUST-11566,Male,0,Yes,No,1,Month-To-Month,Mailed check,DSL,No,Yes,No,50.51,51.14,Yes
CUST-10225,Female,0,Yes,No,64,Two Year,Electronic check,Fiber optic,No,Yes,No,82.46,5426.75,No
